Date,Open,High,Low,Close,Adj Close,Volume
2005-01-01,31.600000,32.500000,30.809999,32.389999,20.991043,93212300
2005-02-01,32.049999,33.250000,31.400000,33.080002,21.438213,85869800
2005-03-01,33.020000,34.560001,30.959999,31.139999,20.180950,107381300
2005-04-01,31.200001,31.910000,29.110001,29.309999,18.994978,117649100
2005-05-01,29.120001,31.500000,29.120001,30.940001,20.051342,101818900
2005-06-01,30.840000,31.209999,27.740000,27.750000,17.983990,137606500
2005-07-01,27.809999,31.250000,27.360001,31.170000,20.200397,123850500
2005-08-01,30.250000,34.700001,30.250000,32.450001,21.029928,176113000
2005-09-01,32.299999,35.029999,31.309999,33.490002,21.703928,195289500
2005-10-01,33.400002,34.020000,31.480000,31.600000,20.479069,163251100
2005-11-01,32.730000,34.759998,31.610001,33.849998,21.937220,158617300
2005-12-01,34.230000,35.689999,33.580002,33.720001,22.301287,111305900
2006-01-01,34.290001,36.310001,33.200001,35.009998,23.154448,172586800
2006-02-01,35.009998,36.750000,34.889999,34.910000,23.088303,101717900
2006-03-01,35.000000,35.250000,34.110001,34.360001,22.724556,112047900
2006-04-01,34.450001,35.570000,33.709999,34.570000,22.863445,106187800
2006-05-01,34.639999,35.990002,32.619999,33.169998,21.937523,120458500
2006-06-01,32.970001,34.599998,31.730000,33.599998,22.221916,131708100
2006-07-01,33.700001,35.500000,32.750000,35.389999,23.405764,109918200
2006-08-01,35.200001,36.250000,34.220001,35.900002,23.743055,97181000
2006-09-01,36.250000,40.060001,36.009998,39.119999,25.872652,182563500
2006-10-01,39.119999,42.480000,38.950001,41.919998,27.724483,426927400
2006-11-01,42.150002,42.259998,40.790001,41.970001,27.757557,163643700
2006-12-01,42.180000,44.680000,41.700001,44.330002,30.033987,102668500
2007-01-01,43.650002,45.060001,42.540001,44.349998,30.047544,140837800
2007-02-01,44.259998,46.209999,43.380001,43.689999,29.600370,108331900
2007-03-01,43.490002,45.490002,42.310001,45.049999,30.521786,140190900
2007-04-01,44.279999,49.700001,44.259998,48.279999,32.710155,145227100
2007-05-01,48.209999,52.580002,48.209999,50.549999,34.248093,190214400
2007-06-01,50.560001,52.880001,50.020000,50.759998,34.390381,151087700
2007-07-01,51.189999,53.220001,47.860001,47.869999,32.432362,152476800
2007-08-01,47.680000,51.880001,46.639999,49.250000,33.367329,184713500
2007-09-01,49.130001,55.730000,48.810001,54.470001,36.903927,184427200
2007-10-01,54.750000,59.849998,54.669998,59.750000,40.481174,169180500
2007-11-01,59.349998,59.919998,56.240002,58.470001,39.613987,210604500
2007-12-01,58.450001,63.689999,58.099998,58.910000,40.961651,145737700
2008-01-01,59.480000,59.480000,49.360001,53.580002,37.255569,322895900
2008-02-01,53.669998,57.070000,52.849998,54.110001,37.624084,173118000
2008-03-01,53.980000,56.509998,52.000000,55.770000,39.042950,176502600
2008-04-01,56.040001,60.599998,55.139999,59.580002,41.710224,162566400
2008-05-01,59.540001,61.759998,57.310001,59.320000,41.528202,130719300
2008-06-01,59.119999,60.410000,55.169998,56.220001,39.357979,170062300
2008-07-01,55.869999,61.209999,55.700001,59.790001,42.129707,199976900
2008-08-01,59.830002,67.000000,59.439999,62.000000,43.686947,187320500
2008-09-01,62.389999,65.470001,59.560001,61.700001,43.739765,235712800
2008-10-01,61.180000,64.019997,45.790001,57.930000,41.067181,340794300
2008-11-01,58.410000,58.980000,51.150002,58.750000,41.648472,222422600
2008-12-01,58.070000,63.990002,55.439999,62.189999,44.478615,231622200
2009-01-01,62.380001,64.459999,56.410000,58.020000,41.496201,207220100
2009-02-01,57.619999,59.770000,51.500000,52.250000,37.369461,201057500
2009-03-01,51.799999,56.090000,50.439999,54.570000,39.391537,279642900
2009-04-01,54.299999,57.270000,53.029999,53.290001,38.467548,181800100
2009-05-01,53.209999,59.029999,51.759998,58.990002,42.582130,206996500
2009-06-01,59.180000,61.009998,56.040001,57.490002,41.499336,189413700
2009-07-01,57.650002,59.590000,54.919998,55.060001,40.073765,222682600
2009-08-01,55.110001,57.220001,54.430000,56.240002,40.932598,184050500
2009-09-01,56.049999,57.669998,53.880001,57.070000,41.903236,213399900
2009-10-01,56.990002,60.599998,56.029999,58.610001,43.033962,200713800
2009-11-01,58.840000,64.750000,58.599998,63.250000,46.440849,164171600
2009-12-01,63.639999,64.050003,60.040001,62.439999,46.240719,153243600
2010-01-01,62.630001,64.779999,61.060001,62.430000,46.233307,158366700
2010-02-01,62.830002,65.750000,62.540001,63.849998,47.284912,150643900
2010-03-01,63.980000,67.489998,63.250000,66.720001,49.830284,153461200
2010-04-01,67.059998,71.709999,67.059998,70.589996,52.720612,135971400
2010-05-01,70.879997,71.839996,65.550003,66.870003,49.942322,185467000
2010-06-01,66.230003,70.580002,65.800003,65.870003,49.608810,149278100
2010-07-01,66.720001,71.540001,65.309998,69.730003,52.515881,133382100
2010-08-01,70.500000,74.070000,69.839996,73.059998,55.023819,129701400
2010-09-01,73.919998,76.260002,73.660004,74.510002,56.536106,139333600
2010-10-01,75.040001,79.900002,74.400002,77.769997,59.009701,110920200
2010-11-01,78.059998,79.849998,77.120003,78.300003,59.411858,118058200
2010-12-01,79.139999,80.940002,75.940002,76.760002,58.699268,114256400
2011-01-01,77.099998,77.589996,72.139999,73.669998,56.336288,233975300
2011-02-01,74.220001,76.449997,73.080002,75.680000,57.873379,135858400
2011-03-01,75.709999,77.250000,72.889999,76.089996,58.662674,143318900
2011-04-01,76.300003,78.589996,75.660004,78.309998,60.374229,97983500
2011-05-01,78.400002,83.080002,78.199997,81.540001,62.864433,120036800
2011-06-01,81.470001,84.910004,80.000000,84.320000,65.492393,128508800
2011-07-01,84.160004,89.570000,84.150002,86.480003,67.170105,117018200
2011-08-01,87.489998,91.220001,82.010002,90.410004,70.222572,200669000
2011-09-01,90.269997,91.089996,83.650002,87.820000,68.672287,165750900
2011-10-01,87.430000,93.839996,83.739998,92.849998,72.605568,138108100
2011-11-01,92.309998,95.540001,91.220001,95.519997,74.693420,109863900
2011-12-01,95.440002,101.000000,94.820000,100.330002,79.044807,110500700
2012-01-01,101.330002,102.220001,97.699997,99.050003,78.036377,120351800
2012-02-01,99.459999,101.290001,98.260002,99.279999,78.217583,88933500
2012-03-01,99.279999,100.440002,95.129997,98.099998,77.830757,136419600
2012-04-01,97.820000,99.500000,94.129997,97.449997,77.315079,132852000
2012-05-01,97.230003,98.010002,89.260002,89.339996,70.880745,132371000
2012-06-01,87.470001,90.760002,85.919998,88.529999,70.788025,153888700
2012-07-01,88.410004,93.320000,87.620003,89.360001,71.451683,125472600
2012-08-01,89.489998,90.430000,86.150002,89.489998,71.555626,116808900
2012-09-01,89.510002,94.000000,88.709999,91.750000,73.940033,98697200
2012-10-01,92.110001,94.160004,86.370003,86.800003,69.950905,135455700
2012-11-01,87.000000,88.129997,83.309998,87.040001,70.144310,133363500
2012-12-01,87.419998,90.849998,86.269997,88.209999,71.725533,114044000
2013-01-01,89.400002,95.290001,89.250000,95.290001,77.482452,110374200
2013-02-01,95.580002,96.779999,93.190002,95.900002,77.978416,98048800
2013-03-01,95.680000,99.779999,94.870003,99.690002,81.714096,92727700
2013-04-01,99.410004,103.699997,98.379997,102.139999,83.722321,102269300
2013-05-01,101.980003,103.339996,96.559998,96.570000,79.156693,131988600
2013-06-01,96.769997,100.180000,95.160004,99.000000,81.784309,92115500
2013-07-01,99.349998,101.809998,96.300003,98.080002,81.024269,103465500
2013-08-01,98.620003,99.440002,94.010002,94.360001,77.951172,106466700
2013-09-01,95.099998,98.989998,94.120003,96.209999,80.121552,83958900
2013-10-01,96.180000,96.699997,93.139999,96.519997,80.379730,105109100
2013-11-01,96.519997,99.269997,96.320000,97.370003,81.087601,127462000
2013-12-01,97.290001,97.290001,94.040001,97.029999,81.476517,90582200
2014-01-01,96.809998,97.080002,92.870003,94.169998,79.074959,115669600
2014-02-01,94.540001,97.000000,92.220001,95.150002,79.897865,94318500
2014-03-01,94.239998,99.070000,94.000000,98.029999,83.017471,119892900
2014-04-01,98.099998,101.779999,96.519997,101.379997,85.854439,114839100
2014-05-01,100.680000,103.779999,100.330002,101.430000,85.896782,86521200
2014-06-01,101.389999,102.620003,99.410004,100.739998,86.000130,87062600
2014-07-01,100.430000,101.360001,94.559998,94.559998,80.724350,116896600
2014-08-01,94.300003,95.370003,92.919998,93.720001,80.007256,103875700
2014-09-01,93.239998,97.300003,90.529999,94.809998,82.344910,145563800
2014-10-01,94.370003,95.290001,89.339996,93.730003,81.406914,136770100
2014-11-01,93.779999,97.500000,93.019997,96.809998,84.081970,89659200
2014-12-01,96.150002,97.500000,87.620003,93.699997,82.100273,171258800
2015-01-01,94.129997,95.000000,88.769997,92.440002,80.996277,152776400
2015-02-01,92.050003,99.879997,91.430000,98.900002,86.656548,141328000
2015-03-01,98.900002,101.089996,94.940002,97.440002,86.119255,164772700
2015-04-01,96.809998,99.349998,94.459999,96.550003,85.332626,136319600
2015-05-01,96.730003,101.080002,95.570000,95.930000,84.784676,131649800
2015-06-01,95.839996,97.959999,94.019997,95.070000,84.754799,111348300
2015-07-01,95.099998,101.099998,94.730003,99.860001,89.025070,124132500
2015-08-01,100.000000,101.879997,87.500000,97.330002,86.769592,163424800
2015-09-01,92.769997,98.970001,92.599998,98.529999,88.613243,123943400
2015-10-01,98.500000,113.959999,97.129997,112.250000,100.952385,170583400
2015-11-01,112.459999,114.989998,109.599998,114.160004,102.670151,129809800
2015-12-01,114.519997,120.230003,112.910004,118.139999,107.082634,115069800
