Date,Open,High,Low,Close,Adj Close,Volume
2005-01-01,21.000000,22.520000,20.530001,22.010000,15.184044,127976000
2005-02-01,21.980000,22.049999,20.410000,21.330000,14.714931,77773000
2005-03-01,21.430000,22.700001,20.969999,21.840000,15.082234,133873400
2005-04-01,21.820000,22.219999,20.709999,21.350000,14.743857,115386900
2005-05-01,21.299999,21.879999,20.320000,21.000000,14.532094,95289600
2005-06-01,20.900000,21.360001,19.520000,19.750000,13.667089,91295400
2005-07-01,19.879999,21.520000,19.580000,21.110001,14.641009,74728400
2005-08-01,21.150000,22.190001,18.490000,19.010000,13.184541,113965600
2005-09-01,18.500000,19.150000,16.700001,17.430000,12.088716,115805400
2005-10-01,17.559999,17.750000,15.900000,17.280001,11.984684,96678500
2005-11-01,17.280001,18.750000,16.709999,17.379999,12.086166,126237800
2005-12-01,17.330000,18.590000,17.160000,17.639999,12.266966,90638100
2006-01-01,17.780001,18.240000,16.830000,18.090000,12.611767,126704400
2006-02-01,18.000000,19.420000,17.860001,18.540001,12.925494,126601000
2006-03-01,18.490000,18.799999,17.260000,18.680000,13.023101,108342300
2006-04-01,19.080000,19.100000,17.340000,18.090000,12.667024,99931400
2006-05-01,18.170000,18.879999,17.750000,18.200001,12.744043,116791200
2006-06-01,18.100000,18.290001,16.830000,17.400000,12.183866,94180200
2006-07-01,17.530001,17.750000,15.910000,17.350000,12.204842,106799300
2006-08-01,17.170000,17.719999,16.049999,16.809999,11.824981,154454800
2006-09-01,16.940001,19.440001,16.410000,18.950001,13.330363,167868100
2006-10-01,19.129999,21.389999,18.740000,21.020000,14.786510,162100000
2006-11-01,21.030001,21.090000,18.400000,18.719999,13.222983,157700700
2006-12-01,18.730000,20.700001,18.559999,19.500000,13.773939,98095100
2007-01-01,19.820000,21.040001,18.500000,19.170000,13.595665,193565700
2007-02-01,19.180000,20.260000,18.209999,19.190001,13.609855,107917300
2007-03-01,18.900000,19.320000,17.110001,17.209999,12.205604,163654300
2007-04-01,17.219999,19.110001,17.209999,17.950001,12.730421,143982200
2007-05-01,17.860001,18.809999,17.530001,18.520000,13.193907,138240100
2007-06-01,18.520000,19.660000,18.059999,19.100000,13.607108,161904200
2007-07-01,19.240000,19.299999,16.750000,17.200001,12.253520,155850300
2007-08-01,17.200001,18.959999,15.200000,18.760000,13.420808,249531700
2007-09-01,19.000000,19.160000,17.459999,18.440001,13.191884,175724300
2007-10-01,18.440001,19.730000,17.330000,18.900000,13.520965,158317700
2007-11-01,18.709999,20.790001,17.879999,20.400000,14.655569,192535800
2007-12-01,20.190001,22.020000,19.959999,21.280001,15.287773,178927800
2008-01-01,21.230000,21.250000,16.360001,19.090000,13.714454,247073800
2008-02-01,19.100000,20.700001,18.090000,20.170000,14.549539,207150300
2008-03-01,20.180000,21.889999,19.020000,19.680000,14.196075,214570900
2008-04-01,20.070000,20.780001,17.770000,18.620001,13.431455,212032700
2008-05-01,18.590000,19.260000,17.549999,18.250000,13.221173,188270700
2008-06-01,18.230000,18.410000,16.200001,16.670000,12.076543,229800600
2008-07-01,16.450001,17.760000,14.770000,16.120001,11.678093,201097400
2008-08-01,16.250000,20.700001,15.880000,19.450001,14.162637,237969000
2008-09-01,19.750000,20.799999,16.930000,17.780001,12.946613,248293300
2008-10-01,17.559999,17.799999,11.010000,12.940000,9.422338,269761700
2008-11-01,12.950000,13.820000,9.410000,13.020000,9.533072,199086700
2008-12-01,13.020000,14.570000,11.790000,13.390000,9.803982,200225900
2009-01-01,13.710000,14.350000,11.210000,11.280000,8.259066,177842900
2009-02-01,11.270000,12.170000,10.280000,10.790000,7.948317,173370500
2009-03-01,10.570000,13.350000,9.560000,12.990000,9.568913,218019000
2009-04-01,12.790000,15.830000,12.600000,15.540000,11.447340,232538200
2009-05-01,15.520000,17.850000,15.010000,17.850000,13.222671,240156700
2009-06-01,17.930000,18.760000,15.210000,16.400000,12.148561,205008000
2009-07-01,16.450001,16.719999,14.650000,16.320000,12.089299,193640300
2009-08-01,16.770000,20.250000,16.230000,19.650000,14.636890,193157700
2009-09-01,19.740000,22.639999,19.440001,21.400000,15.940427,209544800
2009-10-01,21.430000,23.360001,20.780001,21.340000,15.895739,205755900
2009-11-01,21.379999,23.150000,21.240000,21.420000,16.016626,183202200
2009-12-01,21.670000,22.170000,20.500000,20.950001,15.665189,156783000
2010-01-01,20.730000,21.389999,18.639999,19.080000,14.266905,209005900
2010-02-01,19.209999,21.760000,19.020000,21.500000,16.141935,198221500
2010-03-01,21.520000,23.629999,21.360001,23.110001,17.350706,159211700
2010-04-01,23.330000,26.340000,23.299999,24.730000,18.566982,152347200
2010-05-01,24.860001,26.040001,20.940001,21.799999,16.436729,217725000
2010-06-01,21.600000,22.360001,19.400000,19.459999,14.672422,219417500
2010-07-01,19.410000,20.040001,17.450001,18.110001,13.654551,242946900
2010-08-01,18.490000,18.660000,16.620001,16.889999,12.799015,211963900
2010-09-01,17.020000,19.209999,17.020000,18.639999,14.125140,174923400
2010-10-01,18.639999,20.090000,17.690001,19.010000,14.405521,210175200
2010-11-01,19.110001,21.540001,18.889999,21.360001,16.276152,198293500
2010-12-01,21.440001,22.510000,20.870001,22.139999,16.870497,158757100
2011-01-01,22.320000,22.340000,19.120001,19.270000,14.683582,216034800
2011-02-01,19.410000,23.219999,18.940001,22.530001,17.245565,175133100
2011-03-01,22.530001,22.750000,21.010000,22.660000,17.345078,181229300
2011-04-01,22.740000,23.350000,21.459999,23.240000,17.789034,164387900
2011-05-01,23.230000,23.730000,18.600000,19.400000,14.924234,206884600
2011-06-01,19.299999,19.330000,17.410000,18.100000,13.924160,199865000
2011-07-01,18.059999,20.000000,17.820000,19.290001,14.839617,133603400
2011-08-01,19.459999,19.520000,15.260000,16.520000,12.788518,262986000
2011-09-01,15.960000,17.620001,15.080000,16.240000,12.571766,171127700
2011-10-01,16.000000,19.680000,15.710000,18.900000,14.630932,132161600
2011-11-01,18.360001,20.410000,17.620001,18.690001,14.563712,134226700
2011-12-01,18.580000,19.250000,17.709999,18.549999,14.454624,77296800
2012-01-01,18.799999,19.670000,17.750000,18.980000,14.879028,117599800
2012-02-01,19.100000,23.770000,19.090000,23.360001,18.312654,166309000
2012-03-01,25.430000,27.000000,24.170000,26.139999,20.491976,160713100
2012-04-01,26.370001,29.010000,25.190001,28.500000,22.342058,169462500
2012-05-01,28.610001,29.230000,25.309999,26.500000,20.872871,168742600
2012-06-01,26.059999,27.799999,25.020000,27.360001,21.550259,137412100
2012-07-01,27.530001,30.200001,26.570000,29.490000,23.338640,114984600
2012-08-01,29.629999,36.599998,29.400000,35.820000,28.348259,163332300
2012-09-01,35.709999,36.730000,34.790001,35.779999,28.316595,118890500
2012-10-01,35.980000,37.849998,34.570000,35.720001,28.269110,91995000
2012-11-01,35.730000,36.150002,32.540001,34.459999,27.456644,109426500
2012-12-01,34.520000,34.689999,29.840000,31.040001,24.731695,158150700
2013-01-01,31.570000,33.590000,30.650000,32.680000,26.144880,92015700
2013-02-01,32.889999,33.880001,31.190001,32.919998,26.336887,104048200
2013-03-01,33.700001,36.869999,32.910000,35.400002,28.320959,91897100
2013-04-01,35.330002,38.230000,35.099998,37.990002,30.393023,79623700
2013-05-01,37.939999,41.860001,37.560001,40.549999,32.574406,86601800
2013-06-01,40.549999,42.450001,39.959999,41.730000,33.522320,68497500
2013-07-01,41.939999,46.419998,41.939999,45.900002,36.872139,54748800
2013-08-01,46.380001,46.560001,40.330002,40.439999,32.598980,80949200
2013-09-01,40.750000,42.660000,39.900002,40.279999,32.470009,70288300
2013-10-01,40.270000,40.990002,36.130001,36.990002,29.817919,125484700
2013-11-01,37.000000,42.450001,36.389999,40.970001,33.193520,93157700
2013-12-01,41.270000,42.330002,38.009998,39.080002,31.662266,90163600
2014-01-01,39.090000,40.080002,36.570000,38.080002,30.852072,131609900
2014-02-01,38.020000,44.590000,37.099998,43.750000,35.626144,111038500
2014-03-01,43.270000,43.700001,39.660000,40.060001,32.621338,91328200
2014-04-01,40.490002,42.709999,37.000000,39.299999,32.002460,117700800
2014-05-01,39.430000,41.680000,38.380001,41.230000,33.753578,82517700
2014-06-01,41.349998,42.369999,40.540001,41.570000,34.031929,50918700
2014-07-01,41.549999,42.110001,38.980000,40.110001,32.836681,74042800
2014-08-01,40.080002,46.610001,39.549999,46.150002,37.980358,78749400
2014-09-01,46.310001,46.849998,41.529999,41.689999,34.309887,72716500
2014-10-01,41.630001,42.410000,35.459999,37.889999,31.182577,156407500
2014-11-01,38.029999,40.619999,37.099998,39.599998,32.761478,91578300
2014-12-01,39.290001,42.520000,38.939999,42.110001,34.838020,72928800
2015-01-01,42.369999,43.849998,39.279999,41.189999,34.076900,76341300
2015-02-01,41.180000,42.500000,39.700001,41.599998,34.596886,90059400
2015-03-01,41.279999,43.900002,40.320000,43.330002,36.035656,82699300
2015-04-01,43.169998,43.290001,39.369999,39.639999,32.966831,65164900
2015-05-01,39.799999,40.639999,37.709999,38.330002,32.050739,93516700
2015-06-01,38.320000,39.590000,37.500000,38.169998,31.916946,82569600
2015-07-01,38.369999,39.000000,35.580002,36.480000,30.503809,84593500
2015-08-01,36.480000,36.500000,30.750000,32.970001,27.733988,113303800
2015-09-01,32.250000,33.279999,27.629999,28.500000,23.973873,112327600
2015-10-01,28.450001,29.200001,25.969999,27.219999,22.897154,123593400
2015-11-01,27.150000,28.650000,24.700001,26.730000,22.671469,124283000
2015-12-01,26.730000,27.309999,24.549999,24.700001,20.949690,117769400
2016-01-01,24.120001,26.799999,21.570000,24.719999,20.966652,141944100
2016-02-01,24.490000,27.940001,22.030001,27.650000,23.672213,134635900
2016-03-01,27.709999,30.490000,27.700001,29.400000,25.170444,122037200
2016-04-01,29.240000,30.100000,23.000000,23.180000,19.845278,135785400
2016-05-01,23.100000,23.209999,17.000000,17.990000,15.523108,211031600
2016-06-01,17.940001,21.240000,17.730000,21.219999,18.310192,148053300
2016-07-01,20.969999,25.950001,20.730000,25.790001,22.253531,138130400
2016-08-01,25.590000,27.190001,22.950001,24.870001,21.694834,157978700
2016-09-01,25.000000,25.020000,21.700001,22.240000,19.400604,109133400
2016-10-01,21.889999,27.610001,21.570000,27.590000,24.067570,119855400
2016-11-01,27.059999,30.740000,24.799999,24.969999,22.009686,162121100
2016-12-01,24.860001,26.750000,22.250000,22.440001,19.779629,112484700
2017-01-01,22.719999,24.930000,22.030001,23.030001,20.507189,137440200
2017-02-01,23.120001,25.340000,22.139999,24.820000,22.329975,112929700
2017-03-01,24.940001,25.440001,22.250000,24.290001,21.853149,119398200
2017-04-01,24.040001,26.719999,22.879999,26.200001,23.571531,96413400
2017-05-01,26.260000,26.879999,21.860001,22.500000,20.436235,148946200
2017-06-01,22.540001,23.500000,21.770000,21.990000,19.973013,134309900
2017-07-01,22.160000,24.320000,21.020000,23.830000,21.870523,130642700
2017-08-01,23.840000,24.870001,21.840000,23.620001,21.677790,127826800
2017-09-01,23.910000,29.770000,23.850000,29.530001,27.101828,122838800
2017-10-01,29.320000,29.700001,25.750000,25.990000,23.852911,122275100
2017-11-01,26.110001,32.830002,25.360001,32.310001,29.886246,130227000
2017-12-01,32.080002,35.240002,31.150000,34.060001,31.504967,90503500
2018-01-01,34.150002,35.680000,31.530001,33.240002,30.746481,132023600
2018-02-01,32.820000,33.950001,29.280001,31.580000,29.409603,101857900
2018-03-01,31.389999,34.709999,30.320000,31.200001,29.055721,123313800
2018-04-01,31.170000,32.230000,28.120001,29.240000,27.230425,113714700
2018-05-01,29.139999,33.340000,27.580000,27.980000,26.269308,138928900
2018-06-01,28.070000,34.209999,28.030001,32.389999,30.409679,124068900
2018-07-01,32.020000,32.459999,28.959999,30.170000,28.325411,90154600
2018-08-01,30.049999,32.980000,28.570000,30.350000,28.720854,110233900
2018-09-01,30.330000,30.629999,26.879999,28.850000,27.301373,93441300
2018-10-01,29.049999,29.049999,25.270000,27.299999,25.834576,116195500
2018-11-01,27.049999,28.080000,24.250000,27.290001,26.051771,100742100
2018-12-01,27.379999,28.440001,24.420000,25.760000,24.591192,111516300
2019-01-01,25.299999,27.000000,24.500000,25.440001,24.285711,100860600
2019-02-01,25.440001,25.600000,24.400000,25.400000,24.471333,79784400
2019-03-01,30.000000,31.389999,24.330000,26.180000,25.222813,174126400
2019-04-01,26.260000,27.000000,24.440001,26.080000,25.126469,83617100
2019-05-01,26.020000,26.180000,17.120001,18.680000,18.164028,145662900
2019-06-01,18.690001,19.389999,17.450001,17.969999,17.473639,131938000
2019-07-01,18.240000,19.680000,17.610001,19.500000,18.961378,115461900
2019-08-01,19.440001,19.469999,15.220000,15.790000,15.558438,191034600
2019-09-01,15.680000,19.860001,15.110000,17.360001,17.105415,140648800
2019-10-01,17.389999,18.150000,15.830000,17.320000,17.066000,129643200
