period,company,yelp_avg_rating,normalized_yelp_avg_rating,yelp_no_of_reviews,yelp_5,percentage_yelp_5,yelp_4,yelp_3,yelp_2,yelp_1,glassdoor_avg_rating,normalized_glassdoor_avg_rating,glassdoor_no_of_reviews,glassdoor_5,percentage_glassdoor_5,glassdoor_4,glassdoor_3,glassdoor_2,glassdoor_1,months_after_stock_price,stock_price_change,price_increase_or_decrease
2012_1,Macys,2.870967741935484,0.435483870967742,0.4206896551724138,0.2972972972972973,0.4511520737327189,0.5,0.6470588235294118,0.4230769230769231,0.2318840579710145,2.909251412429377,0.5372640942420952,0.12514092446448705,0.09,0.4685230024213075,0.11864406779661017,0.11475409836065574,0.15204678362573099,0.13333333333333333,41.020000,1.0,0
2012_2,Macys,3.076923076923077,0.5384615384615385,0.4413793103448276,0.3783783783783784,0.5476923076923077,0.6923076923076923,0.4117647058823529,0.4230769230769231,0.21739130434782608,2.9727626948215167,0.6129371115603891,0.16459977452085683,0.14,0.5620915032679737,0.1440677966101695,0.16721311475409836,0.1871345029239766,0.1523809523809524,35.840000,1.0,0
2012_3,Macys,2.639344262295082,0.319672131147541,0.41379310344827586,0.21621621621621623,0.3334894613583138,0.5384615384615384,0.23529411764705882,0.6923076923076923,0.2463768115942029,2.8871287607038907,0.510905190058537,0.20969560315670802,0.17,0.541080680977054,0.18220338983050846,0.2,0.21052631578947367,0.2857142857142857,38.070000,1.0,0
2014_4,Macys,2.6831683168316833,0.34158415841584167,0.6896551724137931,0.6756756756756757,0.6294200848656294,0.4230769230769231,0.7058823529411765,0.5,0.5797101449275363,2.838227402227401,0.4526397416610174,0.49943630214205187,0.31,0.42317460317460315,0.4533898305084746,0.4557377049180328,0.5730994152046783,0.6571428571428571,63.880001,1.0,0
2014_2,Macys,2.9342105263157894,0.4671052631578947,0.5172413793103449,0.6216216216216216,0.7695488721804511,0.34615384615384615,0.5882352941176471,0.3076923076923077,0.37681159420289856,2.8088021529032767,0.4175798701258906,0.39346110484780156,0.27,0.4658908507223114,0.2711864406779661,0.4360655737704918,0.45614035087719296,0.45714285714285713,57.790001,1.0,0
2014_3,Macys,2.881720430107527,0.4408602150537635,0.6344827586206897,0.6486486486486487,0.656221198156682,0.5769230769230769,0.7058823529411765,0.38461538461538464,0.463768115942029,2.9556768147677235,0.592579467240976,0.5501691093573844,0.44,0.546031746031746,0.4872881355932203,0.6065573770491803,0.4678362573099415,0.6190476190476191,57.820000,1.0,0
2014_1,Macys,3.0246913580246915,0.5123456790123457,0.5517241379310345,0.6216216216216216,0.7220458553791886,0.3076923076923077,0.9411764705882353,0.6153846153846154,0.2608695652173913,2.9569066411171665,0.5940447922530783,0.4419391206313416,0.2,0.30791263873970637,0.4745762711864407,0.46557377049180326,0.49122807017543857,0.3333333333333333,57.430000,1.0,0
2016_1,Macys,2.5,0.25,0.6827586206896552,0.6216216216216216,0.5848571428571429,0.38461538461538464,0.5882352941176471,0.3076923076923077,0.7101449275362319,3.1818754345070124,0.8620927162920434,0.8917700112739572,1.0,0.769781596849266,1.0,0.8459016393442623,0.8304093567251462,0.5333333333333333,39.590000,1.0,0
2016_2,Macys,2.2658227848101267,0.13291139240506333,0.5379310344827586,0.32432432432432434,0.38625678119349005,0.3076923076923077,0.47058823529411764,0.46153846153846156,0.5652173913043478,3.0794774828216878,0.7400866461988908,0.6832018038331454,0.59,0.591237473782335,0.7372881355932204,0.7114754098360656,0.5555555555555556,0.5904761904761905,35.830002,1.0,0
2016_3,Macys,2.659340659340659,0.3296703296703296,0.6206896551724138,0.5675675675675675,0.5868131868131868,0.5,0.47058823529411764,0.46153846153846156,0.5362318840579711,3.061921402352434,0.7191687630865884,0.6459977452085682,0.68,0.7201970443349753,0.597457627118644,0.6229508196721312,0.7660818713450293,0.41904761904761906,36.490002,1.0,0
2016_4,Macys,2.643835616438356,0.32191780821917804,1.0,0.972972972972973,0.6270058708414872,0.6538461538461539,0.8235294117647058,0.6538461538461539,0.8985507246376812,3.1495714920295894,0.8236029124891565,0.5975197294250282,0.66,0.7549880287310454,0.6652542372881356,0.5704918032786885,0.4853801169590643,0.4857142857142857,29.540001,1.0,0
2017_1,Macys,3.0,0.5,0.6827586206896552,0.972972972972973,0.9154285714285714,0.3076923076923077,0.5882352941176471,0.46153846153846156,0.4927536231884058,3.165956299239653,0.8431252359734877,0.7440811724915445,0.65,0.5986292568001713,0.864406779661017,0.7737704918032787,0.6432748538011696,0.4380952380952381,29.219999,1.0,0
2017_3,Macys,2.7333333333333334,0.3666666666666667,0.6137931034482759,0.7297297297297297,0.7628571428571428,0.3076923076923077,0.35294117647058826,0.46153846153846156,0.5362318840579711,3.1005490502566495,0.7651931946320366,0.5704622322435174,0.64,0.7663603453077137,0.6059322033898306,0.4852459016393443,0.6023391812865497,0.4666666666666667,18.760000,1.0,0
2017_2,Macys,2.7196969696969697,0.35984848484848486,0.903448275862069,1.0,0.7127705627705627,0.4230769230769231,0.6470588235294118,0.9230769230769231,0.7101449275362319,3.1135472611746713,0.78068042466202,0.6335963923337091,0.69,0.744915892543309,0.6567796610169492,0.6524590163934426,0.47368421052631576,0.5619047619047619,23.750000,1.0,0
2017_4,Macys,2.4776119402985075,0.23880597014925375,0.9172413793103448,0.8918918918918919,0.6262260127931769,0.5,0.47058823529411764,0.4230769230769231,1.0,3.0427619266428287,0.6963404516028034,0.5411499436302142,0.56,0.7063655030800821,0.538135593220339,0.5081967213114754,0.49707602339181284,0.5523809523809524,25.950001,1.0,0
2011_3,Macys,2.6470588235294117,0.32352941176470584,0.3448275862068966,0.13513513513513514,0.24929971988795516,0.5384615384615384,0.35294117647058826,0.38461538461538464,0.2318840579710145,2.583964646464646,0.14968837309262886,0.0665163472378805,0.02,0.18614718614718614,0.05084745762711865,0.05573770491803279,0.07017543859649122,0.1619047619047619,30.530001,1.0,0
2009_1,Macys,2.5526315789473686,0.2763157894736843,0.25517241379310346,0.10810810810810811,0.2676691729323308,0.3076923076923077,0.35294117647058826,0.2692307692307692,0.18840579710144928,2.764705882352942,0.365039632874428,0.030439684329199548,0.04,0.7226890756302521,0.01694915254237288,0.01639344262295082,0.04678362573099415,0.06666666666666667,13.680000,1.0,0
2011_1,Macys,3.0,0.5,0.4,0.24324324324324326,0.38789346246973366,0.6538461538461539,0.7647058823529411,0.19230769230769232,0.21739130434782608,2.674358974358976,0.2573922531369366,0.06538895152198422,0.02,0.189010989010989,0.0423728813559322,0.06885245901639345,0.07602339181286549,0.12380952380952381,23.910000,1.0,0
2009_3,Macys,2.227272727272727,0.11363636363636354,0.14482758620689656,0.0,0.0,0.038461538461538464,0.5294117647058824,0.23076923076923078,0.08695652173913043,2.9114583333333335,0.5398936170212773,0.02818489289740699,0.01,0.1919642857142857,0.03389830508474576,0.019672131147540985,0.05263157894736842,0.01904761904761905,17.570000,1.0,0
2008_3,Macys,2.8947368421052633,0.44736842105263164,0.12413793103448276,0.05405405405405406,0.2676691729323308,0.23076923076923078,0.17647058823529413,0.15384615384615385,0.057971014492753624,2.4583333333333326,0.0,0.02593010146561443,0.0,0.0,0.00423728813559322,0.036065573770491806,0.029239766081871343,0.06666666666666667,12.290000,1.0,0
