period,company,yelp_avg_rating,normalized_yelp_avg_rating,yelp_no_of_reviews,yelp_5,percentage_yelp_5,yelp_4,yelp_3,yelp_2,yelp_1,glassdoor_avg_rating,normalized_glassdoor_avg_rating,glassdoor_no_of_reviews,glassdoor_5,percentage_glassdoor_5,glassdoor_4,glassdoor_3,glassdoor_2,glassdoor_1,months_after_stock_price,stock_price_change,price_increase_or_decrease
2015_1,Gap,3.15,0.5704545454545453,0.5483870967741935,1.0,1.0,0.15384615384615385,0.09090909090909091,0.42857142857142855,0.6666666666666666,3.467381784881785,0.8357195038017802,0.5286885245901639,0.625,0.6746031746031746,0.4782608695652174,0.6266666666666667,0.5,0.35714285714285715,39.639999,1.0,0
2012_4,Gap,3.2580645161290325,0.653958944281525,0.9032258064516129,0.75,0.48387096774193544,0.6923076923076923,0.7272727272727273,0.42857142857142855,0.5555555555555556,3.3050732600732595,0.6277644919665513,0.24180327868852458,0.125,0.2698412698412698,0.2826086956521739,0.29333333333333333,0.26666666666666666,0.35714285714285715,32.680000,1.0,0
2012_1,Gap,3.0,0.45454545454545453,0.7741935483870968,0.5,0.37037037037037035,0.5384615384615384,0.5454545454545454,0.7142857142857143,0.5555555555555556,3.4259259259259256,0.7826048959894338,0.1762295081967213,0.175,0.4897119341563786,0.17391304347826086,0.26666666666666666,0.2,0.07142857142857142,28.500000,1.0,0
2012_2,Gap,3.272727272727273,0.6652892561983472,0.967741935483871,0.625,0.3787878787878788,1.0,0.5454545454545454,0.5714285714285714,0.5555555555555556,3.201560232220609,0.4951402015443909,0.1721311475409836,0.225,0.6415094339622641,0.11956521739130435,0.18666666666666668,0.3333333333333333,0.35714285714285715,29.490000,1.0,0
2012_3,Gap,3.607142857142857,0.9237012987012987,0.8064516129032258,0.875,0.625,0.7692307692307693,0.5454545454545454,0.42857142857142855,0.2222222222222222,3.4357330703484554,0.7951701314683646,0.1680327868852459,0.125,0.3632478632478633,0.21739130434782608,0.22666666666666666,0.2,0.0,35.720001,1.0,0
2014_4,Gap,3.03125,0.4786931818181818,0.9354838709677419,0.875,0.546875,0.5384615384615384,0.5454545454545454,0.5714285714285714,0.8888888888888888,3.595602426247585,1.0,0.46311475409836067,0.725,0.8835125448028673,0.4782608695652174,0.38666666666666666,0.43333333333333335,0.35714285714285715,41.189999,1.0,0
2014_2,Gap,3.0526315789473686,0.49521531100478483,0.5161290322580645,0.5,0.5263157894736842,0.15384615384615385,0.5454545454545454,0.7142857142857143,0.2222222222222222,3.4722016765286003,0.8418949072541894,0.38114754098360654,0.425,0.6175213675213675,0.40217391304347827,0.36,0.5,0.2857142857142857,40.110001,1.0,0
2014_3,Gap,3.25,0.6477272727272727,0.6774193548387096,0.5,0.41666666666666663,0.6153846153846154,0.45454545454545453,0.5714285714285714,0.3333333333333333,3.399480883101572,0.7487226387265501,0.430327868852459,0.4,0.5210727969348659,0.41304347826086957,0.5466666666666666,0.36666666666666664,0.42857142857142855,37.889999,1.0,0
2014_1,Gap,3.3636363636363638,0.7355371900826446,0.6129032258064516,0.5,0.45454545454545453,0.46153846153846156,0.7272727272727273,0.2857142857142857,0.2222222222222222,3.361517444304329,0.7000826343047246,0.45491803278688525,0.375,0.46448087431693985,0.4891304347826087,0.48,0.43333333333333335,0.6428571428571429,39.299999,1.0,0
2016_1,Gap,2.739130434782609,0.25296442687747056,0.6451612903225806,0.5,0.43478260869565216,0.23076923076923078,0.5454545454545454,0.42857142857142855,0.7777777777777778,3.4474149446059568,0.8101373323738141,0.6844262295081968,0.7,0.5942571785268415,0.7065217391304348,0.7466666666666667,0.6,0.5,23.180000,1.0,0
2016_2,Gap,2.75,0.2613636363636364,0.5483870967741935,0.5,0.5,0.3076923076923077,0.18181818181818182,0.42857142857142855,0.7777777777777778,3.575024881485557,0.973635373930139,0.6844262295081968,0.725,0.6154806491885144,0.8043478260869565,0.68,0.5666666666666667,0.21428571428571427,25.790001,1.0,0
2016_3,Gap,3.05,0.49318181818181805,0.5483870967741935,0.625,0.625,0.15384615384615385,0.45454545454545453,0.7142857142857143,0.3333333333333333,3.334732930886779,0.6657654361703794,0.5942622950819673,0.75,0.7264957264957266,0.45652173913043476,0.5866666666666667,0.7333333333333333,1.0,27.590000,1.0,0
2016_4,Gap,2.909090909090909,0.3842975206611571,0.25806451612903225,0.125,0.22727272727272727,0.3076923076923077,0.18181818181818182,0.14285714285714285,0.3333333333333333,3.516769230769231,0.898996321246529,0.4672131147540984,0.55,0.6648888888888889,0.45652173913043476,0.5333333333333333,0.4666666666666667,0.21428571428571427,23.030001,1.0,0
2017_1,Gap,2.411764705882353,0.0,0.45161290322580644,0.125,0.14705882352941174,0.3076923076923077,0.2727272727272727,0.2857142857142857,0.7777777777777778,3.4458333333333333,0.8081109200747365,0.5286885245901639,0.525,0.5666666666666667,0.5543478260869565,0.5333333333333333,0.5666666666666667,0.5,26.200001,1.0,0
2017_3,Gap,2.5294117647058822,0.09090909090909091,0.45161290322580644,0.375,0.4411764705882353,0.15384615384615385,0.18181818181818182,0.5714285714285714,0.6666666666666666,3.4269413964535915,0.7839059501752704,0.45901639344262296,0.4,0.49141824751580854,0.5434782608695652,0.44,0.4666666666666667,0.42857142857142855,25.990000,1.0,0
2017_2,Gap,2.9545454545454546,0.41942148760330583,0.6129032258064516,0.875,0.7954545454545454,0.15384615384615385,0.36363636363636365,0.14285714285714285,0.8888888888888888,3.521295451730235,0.9047954641727851,0.5204918032786885,0.65,0.711755233494364,0.5108695652173914,0.5866666666666667,0.36666666666666664,0.42857142857142855,23.830000,1.0,0
2017_4,Gap,3.074074074074074,0.5117845117845117,0.7741935483870968,0.625,0.4629629629629629,0.6923076923076923,0.18181818181818182,0.7142857142857143,0.6666666666666666,3.474594572094572,0.8449607636306743,0.5286885245901639,0.55,0.5936507936507937,0.6086956521739131,0.44,0.5333333333333333,0.6428571428571429,33.240002,1.0,0
2018_2,Gap,2.6,0.1454545454545456,0.5483870967741935,0.625,0.625,0.15384615384615385,0.18181818181818182,0.2857142857142857,1.0,3.493511737606226,0.8691980572817987,0.47540983606557374,0.55,0.6544181977252843,0.5217391304347826,0.44,0.5,0.35714285714285715,30.170000,1.0,0
