period,company,yelp_avg_rating,normalized_yelp_avg_rating,yelp_no_of_reviews,yelp_5,percentage_yelp_5,yelp_4,yelp_3,yelp_2,yelp_1,glassdoor_avg_rating,normalized_glassdoor_avg_rating,glassdoor_no_of_reviews,glassdoor_5,percentage_glassdoor_5,glassdoor_4,glassdoor_3,glassdoor_2,glassdoor_1,months_after_stock_price,stock_price_change,price_increase_or_decrease
2018_2,HomeDepot,2.3306772908366535,0.09332864619951572,0.9057971014492754,0.7916666666666666,0.4541832669322709,0.4864864864864865,0.42424242424242425,0.7058823529411765,0.8363636363636363,3.3192847318584056,0.8018804972504007,0.5617715617715617,0.5870967741935483,0.8352767075753323,0.525,0.5483870967741935,0.3533834586466165,0.7536231884057971,197.520004,1.0,0
2018_3,HomeDepot,2.353413654618474,0.10567761241042598,0.8985507246376812,0.8333333333333334,0.4819277108433735,0.4594594594594595,0.42424242424242425,0.5294117647058824,0.8484848484848485,3.4029968893450127,0.8849090923926248,0.6515151515151515,0.7419354838709677,0.9356411506582156,0.6392857142857142,0.5663082437275986,0.5263157894736842,0.6521739130434783,175.880005,1.0,0
2011_1,HomeDepot,2.659340659340659,0.27183796595561294,0.32608695652173914,0.1388888888888889,0.21978021978021978,0.6216216216216216,0.3939393939393939,0.47058823529411764,0.17575757575757575,3.1814024390243905,0.6651240999394293,0.0641025641025641,0.03870967741935484,0.33101045296167253,0.09285714285714286,0.05017921146953405,0.10526315789473684,0.043478260869565216,37.150002,1.0,0
2018_1,HomeDepot,2.325242718446602,0.09037692747001716,0.7427536231884058,0.6388888888888888,0.44660194174757284,0.32432432432432434,0.45454545454545453,0.6764705882352942,0.6666666666666666,3.4621251429851734,0.9435545267041355,0.6596736596736597,0.7741935483870968,0.9716169159676749,0.7142857142857143,0.5555555555555556,0.45112781954887216,0.5652173913043478,184.800003,1.0,0
2009_4,HomeDepot,2.3958333333333335,0.12871732026143798,0.17028985507246377,0.08333333333333333,0.25,0.1891891891891892,0.15151515151515152,0.35294117647058826,0.10909090909090909,3.1240740740740742,0.6082638570961242,0.02097902097902098,0.0,0.016450216450216475,0.05357142857142857,0.021505376344086023,0.015037593984962405,0.043478260869565216,28.010000,1.0,0
2018_4,HomeDepot,2.551282051282051,0.21314731020613362,0.8442028985507246,0.9305555555555556,0.5726495726495726,0.3783783783783784,0.5151515151515151,0.5588235294117647,0.7090909090909091,3.465518809186928,0.9469204814898357,0.5023310023310024,0.567741935483871,0.9169738558384847,0.5571428571428572,0.4265232974910394,0.39849624060150374,0.3333333333333333,183.529999,1.0,0
2011_4,HomeDepot,2.906779661016949,0.4062313060817546,0.42391304347826086,0.2638888888888889,0.3220338983050847,0.7027027027027027,0.8484848484848485,0.4411764705882353,0.18181818181818182,3.090753424657534,0.5752152917103314,0.053613053613053616,0.03870967741935484,0.40224159402241594,0.06785714285714285,0.04659498207885305,0.07518796992481203,0.08695652173913043,44.389999,1.0,0
2019_3,HomeDepot,2.1588447653429603,0.0,1.0,0.7083333333333334,0.36823104693140796,0.5405405405405406,0.48484848484848486,0.7352941176470589,1.0,3.5070802121287525,0.9881425094724698,0.5687645687645687,0.6645161290322581,0.9606606985247762,0.6678571428571428,0.4444444444444444,0.42857142857142855,0.36231884057971014,234.580002,1.0,0
2019_2,HomeDepot,2.228215767634855,0.037677975754617225,0.8695652173913043,0.7083333333333334,0.42323651452282157,0.40540540540540543,0.3939393939393939,0.6176470588235294,0.8545454545454545,3.4303502708221374,0.9120391163296898,0.6107226107226107,0.7354838709677419,1.0,0.6035714285714285,0.5232974910394266,0.46616541353383456,0.5942028985507246,213.690002,1.0,0
2019_1,HomeDepot,2.588744588744589,0.23349460996519822,0.8333333333333334,0.9166666666666666,0.5714285714285714,0.5675675675675675,0.30303030303030304,0.5882352941176471,0.6909090909090909,3.43019398277524,0.9118841044728577,0.578088578088578,0.6645161290322581,0.9421916515606764,0.6142857142857143,0.5053763440860215,0.37593984962406013,0.5507246376811594,203.699997,1.0,0
