date,rating,link
2015-06-15,1.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
2010-07-14,4.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
2015-10-16,5.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
2012-12-24,5.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
2015-03-25,5.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
2015-08-10,1.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
2013-01-25,5.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
2015-02-17,1.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
2010-09-19,4.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
2015-02-27,5.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
2016-09-27,5.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
2012-11-28,1.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
2012-07-30,4.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
2016-06-14,1.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
2012-09-09,1.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
2012-04-28,3.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
2015-06-06,5.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
2016-10-29,5.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
2013-10-15,5.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
2012-07-28,2.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
2014-09-16,1.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
2014-01-11,2.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
2012-05-18,2.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
2014-01-08,1.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
2011-10-05,2.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
2014-07-03,1.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
2012-02-29,5.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
2014-11-19,5.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
2014-07-01,1.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
2015-11-02,1.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
2015-01-03,5.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
2014-12-25,5.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
2014-07-20,4.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
2014-01-23,1.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
2012-05-05,4.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
2014-10-18,5.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
2013-11-06,5.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
2011-05-06,5.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
2015-08-09,1.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
2014-03-04,5.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
2014-07-08,1.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
2011-11-21,4.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
